Ano,Mês,Hospital,Internações,Lotação Máxima,Ocupação
2014,6,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),1230,2702,45.52183567727609
2014,7,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),1483,2702,54.88527017024426
2014,8,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),1246,2702,46.1139896373057
2014,9,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),777,2702,28.756476683937827
2014,10,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),1073,2702,39.71132494448557
2014,11,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),1071,2702,39.637305699481864
2014,12,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),1121,2702,41.48778682457439
2015,1,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),784,2702,29.015544041450774
2015,2,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),655,2702,24.241302738712065
2015,3,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),523,2702,19.3560325684678
2015,4,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),780,2702,28.867505551443372
2015,5,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),1734,2702,64.17468541820874
2015,6,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),778,2702,28.793486306439675
2015,7,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),2610,2702,96.59511472982976
2015,8,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),1140,2702,42.19096965210955
2015,9,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),862,2702,31.902294596595116
2015,10,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),912,2702,33.75277572168764
2015,11,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),601,2702,22.24278312361214
2015,12,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),794,2702,29.38564026646928
2016,1,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),460,2702,17.024426350851222
2016,2,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),403,2702,14.914877868245743
2016,3,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),877,2702,32.45743893412288
2016,4,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),1163,2702,43.04219096965211
2016,5,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),1398,2702,51.73945225758697
2016,6,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),1336,2702,49.44485566247224
2016,7,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),1390,2702,51.443375277572166
2016,8,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),863,2702,31.939304219096964
2016,9,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),815,2702,30.162842339008144
2016,10,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),912,2702,33.75277572168764
2016,11,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),859,2702,31.791265729089563
2016,12,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),813,2702,30.08882309400444
2017,1,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),665,2702,24.61139896373057
2017,2,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),733,2702,27.128053293856404
2017,3,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),1151,2702,42.59807549962991
2017,4,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),1622,2702,60.029607698001485
2017,5,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),1124,2702,41.598815692079945
2017,6,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),887,2702,32.82753515914138
2017,7,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),1056,2702,39.08216136195411
2017,8,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),928,2702,34.34492968171725
2017,9,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),693,2702,25.647668393782386
2017,10,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),755,2702,27.942264988897115
2017,11,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),594,2702,21.983715766099184
2017,12,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),487,2702,18.023686158401183
2018,1,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),417,2702,15.433012583271651
2018,2,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),686,2702,25.38860103626943
2018,3,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),565,2702,20.910436713545522
2018,4,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),1085,2702,40.15544041450777
2018,5,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),962,2702,35.60325684678016
2018,6,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),824,2702,30.495928941524795
2018,7,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),1134,2702,41.968911917098445
2018,8,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),900,2702,33.30866025166544
2018,9,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),690,2702,25.536639526276833
2018,10,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),1140,2702,42.19096965210955
2018,11,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),1239,2702,45.854922279792746
2018,12,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),797,2702,29.496669133974834
2019,1,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),448,2702,16.580310880829018
2019,2,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),343,2702,12.694300518134716
2019,3,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),745,2702,27.572168763878608
2019,4,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),1121,2702,41.48778682457439
2019,5,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),1189,2702,44.004441154700224
2019,6,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),1237,2702,45.78090303478904
2019,7,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),1193,2702,44.152479644707626
2019,8,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),838,2702,31.014063656550704
2019,9,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),754,2702,27.905255366395266
2019,10,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),1040,2702,38.4900074019245
2019,11,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),903,2702,33.41968911917099
2019,12,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),692,2702,25.61065877128053
2020,1,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),732,2702,27.091043671354555
2020,2,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),450,2702,16.65433012583272
2020,3,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),1163,2702,43.04219096965211
2020,4,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),876,2702,32.42042931162102
2020,5,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),639,2702,23.64914877868246
2020,6,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),231,2702,8.549222797927461
2020,7,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),174,2702,6.439674315321983
2020,8,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),223,2702,8.253145817912658
2020,9,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),186,2702,6.88378978534419
2020,10,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),407,2702,15.062916358253146
2020,11,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),355,2702,13.13841598815692
2020,12,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),249,2702,9.21539600296077
2021,1,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),266,2702,9.844559585492227
2021,2,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),448,2702,16.580310880829018
2021,3,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),362,2702,13.397483345669874
2021,4,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),261,2702,9.659511472982976
2021,5,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),374,2702,13.84159881569208
2021,6,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),525,2702,19.4300518134715
2021,7,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),416,2702,15.3960029607698
2021,8,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),397,2702,14.69282013323464
2021,9,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),543,2702,20.096225018504814
2021,10,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),514,2702,19.022945965951145
2021,11,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),742,2702,27.461139896373055
2021,12,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),419,2702,15.507031828275352
2022,1,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),881,2702,32.60547742413028
2022,2,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),420,2702,15.544041450777202
2022,3,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),470,2702,17.394522575869726
2022,4,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),537,2702,19.87416728349371
2022,5,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),477,2702,17.65358993338268
2022,6,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),639,2702,23.64914877868246
2022,7,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),490,2702,18.134715025906736
2022,8,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),653,2702,24.167283493708364
2022,9,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),509,2702,18.837897853441895
2022,10,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),757,2702,28.016284233900812
2022,11,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),641,2702,23.72316802368616
2022,12,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),771,2702,28.53441894892672
2023,1,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),493,2702,18.245743893412286
2023,2,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),436,2702,16.13619541080681
2023,3,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),796,2702,29.459659511472985
2023,4,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),836,2702,30.940044411547003
2023,5,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),1097,2702,40.59955588452998
2023,6,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),945,2702,34.97409326424871
2023,7,2077620 HOSP EST ITAIM PAULISTA (SANTA MARCELINA),1060,2702,39.23019985196151
2008,1,5437156 HOSP EST LOCAL DE SAPOPEMBA,0,560,0.0
2008,2,5437156 HOSP EST LOCAL DE SAPOPEMBA,0,560,0.0
2008,3,5437156 HOSP EST LOCAL DE SAPOPEMBA,0,560,0.0
2008,4,5437156 HOSP EST LOCAL DE SAPOPEMBA,0,560,0.0
2008,5,5437156 HOSP EST LOCAL DE SAPOPEMBA,0,560,0.0
2008,6,5437156 HOSP EST LOCAL DE SAPOPEMBA,0,560,0.0
2008,7,5437156 HOSP EST LOCAL DE SAPOPEMBA,0,560,0.0
2008,8,5437156 HOSP EST LOCAL DE SAPOPEMBA,0,560,0.0
2008,9,5437156 HOSP EST LOCAL DE SAPOPEMBA,263,560,46.964285714285715
2008,10,5437156 HOSP EST LOCAL DE SAPOPEMBA,61,560,10.892857142857142
2008,11,5437156 HOSP EST LOCAL DE SAPOPEMBA,47,560,8.392857142857142
2008,12,5437156 HOSP EST LOCAL DE SAPOPEMBA,31,560,5.535714285714286
2009,1,5437156 HOSP EST LOCAL DE SAPOPEMBA,19,560,3.392857142857143
2009,2,5437156 HOSP EST LOCAL DE SAPOPEMBA,29,560,5.178571428571429
2009,3,5437156 HOSP EST LOCAL DE SAPOPEMBA,55,560,9.821428571428571
2009,4,5437156 HOSP EST LOCAL DE SAPOPEMBA,50,560,8.928571428571429
2009,5,5437156 HOSP EST LOCAL DE SAPOPEMBA,168,560,30.0
2009,6,5437156 HOSP EST LOCAL DE SAPOPEMBA,176,560,31.428571428571427
2009,7,5437156 HOSP EST LOCAL DE SAPOPEMBA,183,560,32.67857142857143
2009,8,5437156 HOSP EST LOCAL DE SAPOPEMBA,226,560,40.35714285714286
2009,9,5437156 HOSP EST LOCAL DE SAPOPEMBA,207,560,36.964285714285715
2009,10,5437156 HOSP EST LOCAL DE SAPOPEMBA,182,560,32.5
2009,11,5437156 HOSP EST LOCAL DE SAPOPEMBA,255,560,45.535714285714285
2009,12,5437156 HOSP EST LOCAL DE SAPOPEMBA,192,560,34.285714285714285
2010,1,5437156 HOSP EST LOCAL DE SAPOPEMBA,110,560,19.642857142857142
2010,2,5437156 HOSP EST LOCAL DE SAPOPEMBA,26,560,4.642857142857143
2010,3,5437156 HOSP EST LOCAL DE SAPOPEMBA,77,560,13.750000000000002
2010,4,5437156 HOSP EST LOCAL DE SAPOPEMBA,193,560,34.464285714285715
2010,5,5437156 HOSP EST LOCAL DE SAPOPEMBA,164,560,29.28571428571429
2010,6,5437156 HOSP EST LOCAL DE SAPOPEMBA,181,560,32.32142857142858
2010,7,5437156 HOSP EST LOCAL DE SAPOPEMBA,263,560,46.964285714285715
2010,8,5437156 HOSP EST LOCAL DE SAPOPEMBA,178,560,31.785714285714285
2010,9,5437156 HOSP EST LOCAL DE SAPOPEMBA,418,560,74.64285714285714
2010,10,5437156 HOSP EST LOCAL DE SAPOPEMBA,103,560,18.392857142857146
2010,11,5437156 HOSP EST LOCAL DE SAPOPEMBA,136,560,24.285714285714285
2010,12,5437156 HOSP EST LOCAL DE SAPOPEMBA,65,560,11.607142857142858
2011,1,5437156 HOSP EST LOCAL DE SAPOPEMBA,63,560,11.25
2011,2,5437156 HOSP EST LOCAL DE SAPOPEMBA,32,560,5.714285714285714
2011,3,5437156 HOSP EST LOCAL DE SAPOPEMBA,301,560,53.75
2011,4,5437156 HOSP EST LOCAL DE SAPOPEMBA,159,560,28.392857142857142
2011,5,5437156 HOSP EST LOCAL DE SAPOPEMBA,173,560,30.892857142857146
2011,6,5437156 HOSP EST LOCAL DE SAPOPEMBA,180,560,32.142857142857146
2011,7,5437156 HOSP EST LOCAL DE SAPOPEMBA,168,560,30.0
2011,8,5437156 HOSP EST LOCAL DE SAPOPEMBA,98,560,17.5
2011,9,5437156 HOSP EST LOCAL DE SAPOPEMBA,188,560,33.57142857142857
2011,10,5437156 HOSP EST LOCAL DE SAPOPEMBA,158,560,28.214285714285715
2011,11,5437156 HOSP EST LOCAL DE SAPOPEMBA,152,560,27.142857142857142
2011,12,5437156 HOSP EST LOCAL DE SAPOPEMBA,79,560,14.107142857142858
2012,1,5437156 HOSP EST LOCAL DE SAPOPEMBA,96,560,17.142857142857142
2012,2,5437156 HOSP EST LOCAL DE SAPOPEMBA,181,560,32.32142857142858
2012,3,5437156 HOSP EST LOCAL DE SAPOPEMBA,115,560,20.535714285714285
2012,4,5437156 HOSP EST LOCAL DE SAPOPEMBA,80,560,14.285714285714285
2012,5,5437156 HOSP EST LOCAL DE SAPOPEMBA,116,560,20.714285714285715
2012,6,5437156 HOSP EST LOCAL DE SAPOPEMBA,112,560,20.0
2012,7,5437156 HOSP EST LOCAL DE SAPOPEMBA,223,560,39.82142857142857
2012,8,5437156 HOSP EST LOCAL DE SAPOPEMBA,50,560,8.928571428571429
2012,9,5437156 HOSP EST LOCAL DE SAPOPEMBA,43,560,7.678571428571429
2012,10,5437156 HOSP EST LOCAL DE SAPOPEMBA,120,560,21.428571428571427
2012,11,5437156 HOSP EST LOCAL DE SAPOPEMBA,75,560,13.392857142857142
2012,12,5437156 HOSP EST LOCAL DE SAPOPEMBA,28,560,5.0
2013,1,5437156 HOSP EST LOCAL DE SAPOPEMBA,0,560,0.0
2013,2,5437156 HOSP EST LOCAL DE SAPOPEMBA,0,560,0.0
2013,3,5437156 HOSP EST LOCAL DE SAPOPEMBA,0,560,0.0
2013,4,5437156 HOSP EST LOCAL DE SAPOPEMBA,0,560,0.0
2013,5,5437156 HOSP EST LOCAL DE SAPOPEMBA,0,560,0.0
2013,6,5437156 HOSP EST LOCAL DE SAPOPEMBA,0,560,0.0
2013,7,5437156 HOSP EST LOCAL DE SAPOPEMBA,0,560,0.0
2013,8,5437156 HOSP EST LOCAL DE SAPOPEMBA,0,560,0.0
2013,9,5437156 HOSP EST LOCAL DE SAPOPEMBA,0,560,0.0
2013,10,5437156 HOSP EST LOCAL DE SAPOPEMBA,0,560,0.0
2013,11,5437156 HOSP EST LOCAL DE SAPOPEMBA,0,560,0.0
2013,12,5437156 HOSP EST LOCAL DE SAPOPEMBA,0,560,0.0
2014,1,5437156 HOSP EST LOCAL DE SAPOPEMBA,0,560,0.0
2014,2,5437156 HOSP EST LOCAL DE SAPOPEMBA,0,560,0.0
2014,3,5437156 HOSP EST LOCAL DE SAPOPEMBA,0,560,0.0
2014,4,5437156 HOSP EST LOCAL DE SAPOPEMBA,0,560,0.0
2014,5,5437156 HOSP EST LOCAL DE SAPOPEMBA,0,560,0.0
2014,6,5437156 HOSP EST LOCAL DE SAPOPEMBA,0,560,0.0
2014,7,5437156 HOSP EST LOCAL DE SAPOPEMBA,0,560,0.0
2014,8,5437156 HOSP EST LOCAL DE SAPOPEMBA,0,560,0.0
2014,9,5437156 HOSP EST LOCAL DE SAPOPEMBA,0,560,0.0
2014,10,5437156 HOSP EST LOCAL DE SAPOPEMBA,0,560,0.0
2014,11,5437156 HOSP EST LOCAL DE SAPOPEMBA,0,560,0.0
2014,12,5437156 HOSP EST LOCAL DE SAPOPEMBA,0,560,0.0
2015,1,5437156 HOSP EST LOCAL DE SAPOPEMBA,0,560,0.0
2015,2,5437156 HOSP EST LOCAL DE SAPOPEMBA,149,560,26.607142857142858
2015,3,5437156 HOSP EST LOCAL DE SAPOPEMBA,203,560,36.25
2015,4,5437156 HOSP EST LOCAL DE SAPOPEMBA,167,560,29.82142857142857
2015,5,5437156 HOSP EST LOCAL DE SAPOPEMBA,305,560,54.46428571428571
2015,6,5437156 HOSP EST LOCAL DE SAPOPEMBA,337,560,60.17857142857142
2015,7,5437156 HOSP EST LOCAL DE SAPOPEMBA,339,560,60.535714285714285
2015,8,5437156 HOSP EST LOCAL DE SAPOPEMBA,265,560,47.32142857142857
2015,9,5437156 HOSP EST LOCAL DE SAPOPEMBA,208,560,37.142857142857146
2015,10,5437156 HOSP EST LOCAL DE SAPOPEMBA,153,560,27.32142857142857
2015,11,5437156 HOSP EST LOCAL DE SAPOPEMBA,169,560,30.178571428571427
2015,12,5437156 HOSP EST LOCAL DE SAPOPEMBA,141,560,25.178571428571427
2016,1,5437156 HOSP EST LOCAL DE SAPOPEMBA,189,560,33.75
2016,2,5437156 HOSP EST LOCAL DE SAPOPEMBA,205,560,36.607142857142854
2016,3,5437156 HOSP EST LOCAL DE SAPOPEMBA,314,560,56.07142857142857
2016,4,5437156 HOSP EST LOCAL DE SAPOPEMBA,194,560,34.64285714285714
2016,5,5437156 HOSP EST LOCAL DE SAPOPEMBA,277,560,49.464285714285715
2016,6,5437156 HOSP EST LOCAL DE SAPOPEMBA,197,560,35.17857142857143
2016,7,5437156 HOSP EST LOCAL DE SAPOPEMBA,332,560,59.285714285714285
2016,8,5437156 HOSP EST LOCAL DE SAPOPEMBA,257,560,45.89285714285714
2016,9,5437156 HOSP EST LOCAL DE SAPOPEMBA,156,560,27.857142857142858
2016,10,5437156 HOSP EST LOCAL DE SAPOPEMBA,65,560,11.607142857142858
2016,11,5437156 HOSP EST LOCAL DE SAPOPEMBA,227,560,40.535714285714285
2016,12,5437156 HOSP EST LOCAL DE SAPOPEMBA,229,560,40.89285714285714
2017,1,5437156 HOSP EST LOCAL DE SAPOPEMBA,114,560,20.357142857142858
2017,2,5437156 HOSP EST LOCAL DE SAPOPEMBA,144,560,25.71428571428571
2017,3,5437156 HOSP EST LOCAL DE SAPOPEMBA,228,560,40.714285714285715
2017,4,5437156 HOSP EST LOCAL DE SAPOPEMBA,95,560,16.964285714285715
2017,5,5437156 HOSP EST LOCAL DE SAPOPEMBA,122,560,21.785714285714285
2017,6,5437156 HOSP EST LOCAL DE SAPOPEMBA,440,560,78.57142857142857
2017,7,5437156 HOSP EST LOCAL DE SAPOPEMBA,322,560,57.49999999999999
2017,8,5437156 HOSP EST LOCAL DE SAPOPEMBA,205,560,36.607142857142854
2017,9,5437156 HOSP EST LOCAL DE SAPOPEMBA,222,560,39.64285714285714
2017,10,5437156 HOSP EST LOCAL DE SAPOPEMBA,307,560,54.82142857142858
2017,11,5437156 HOSP EST LOCAL DE SAPOPEMBA,172,560,30.714285714285715
2017,12,5437156 HOSP EST LOCAL DE SAPOPEMBA,364,560,65.0
2018,1,5437156 HOSP EST LOCAL DE SAPOPEMBA,280,560,50.0
2018,2,5437156 HOSP EST LOCAL DE SAPOPEMBA,240,560,42.857142857142854
2018,3,5437156 HOSP EST LOCAL DE SAPOPEMBA,200,560,35.714285714285715
2018,4,5437156 HOSP EST LOCAL DE SAPOPEMBA,226,560,40.35714285714286
2018,5,5437156 HOSP EST LOCAL DE SAPOPEMBA,360,560,64.28571428571429
2018,6,5437156 HOSP EST LOCAL DE SAPOPEMBA,222,560,39.64285714285714
2018,7,5437156 HOSP EST LOCAL DE SAPOPEMBA,261,560,46.60714285714286
2018,8,5437156 HOSP EST LOCAL DE SAPOPEMBA,150,560,26.785714285714285
2018,9,5437156 HOSP EST LOCAL DE SAPOPEMBA,249,560,44.46428571428571
2018,10,5437156 HOSP EST LOCAL DE SAPOPEMBA,356,560,63.57142857142857
2018,11,5437156 HOSP EST LOCAL DE SAPOPEMBA,192,560,34.285714285714285
2018,12,5437156 HOSP EST LOCAL DE SAPOPEMBA,209,560,37.32142857142857
2019,1,5437156 HOSP EST LOCAL DE SAPOPEMBA,242,560,43.214285714285715
2019,2,5437156 HOSP EST LOCAL DE SAPOPEMBA,253,560,45.17857142857143
2019,3,5437156 HOSP EST LOCAL DE SAPOPEMBA,341,560,60.89285714285714
2019,4,5437156 HOSP EST LOCAL DE SAPOPEMBA,230,560,41.07142857142857
2019,5,5437156 HOSP EST LOCAL DE SAPOPEMBA,229,560,40.89285714285714
2019,6,5437156 HOSP EST LOCAL DE SAPOPEMBA,225,560,40.17857142857143
2019,7,5437156 HOSP EST LOCAL DE SAPOPEMBA,278,560,49.642857142857146
2019,8,5437156 HOSP EST LOCAL DE SAPOPEMBA,359,560,64.10714285714286
2019,9,5437156 HOSP EST LOCAL DE SAPOPEMBA,287,560,51.24999999999999
2019,10,5437156 HOSP EST LOCAL DE SAPOPEMBA,224,560,40.0
2019,11,5437156 HOSP EST LOCAL DE SAPOPEMBA,119,560,21.25
2019,12,5437156 HOSP EST LOCAL DE SAPOPEMBA,206,560,36.78571428571429
2020,1,5437156 HOSP EST LOCAL DE SAPOPEMBA,325,560,58.03571428571429
2020,2,5437156 HOSP EST LOCAL DE SAPOPEMBA,326,560,58.214285714285715
2020,3,5437156 HOSP EST LOCAL DE SAPOPEMBA,560,560,100.0
2020,4,5437156 HOSP EST LOCAL DE SAPOPEMBA,153,560,27.32142857142857
2020,5,5437156 HOSP EST LOCAL DE SAPOPEMBA,119,560,21.25
2020,6,5437156 HOSP EST LOCAL DE SAPOPEMBA,383,560,68.39285714285714
2020,7,5437156 HOSP EST LOCAL DE SAPOPEMBA,227,560,40.535714285714285
2020,8,5437156 HOSP EST LOCAL DE SAPOPEMBA,297,560,53.035714285714285
2020,9,5437156 HOSP EST LOCAL DE SAPOPEMBA,254,560,45.357142857142854
2020,10,5437156 HOSP EST LOCAL DE SAPOPEMBA,307,560,54.82142857142858
2020,11,5437156 HOSP EST LOCAL DE SAPOPEMBA,367,560,65.53571428571429
2020,12,5437156 HOSP EST LOCAL DE SAPOPEMBA,379,560,67.67857142857143
2021,1,5437156 HOSP EST LOCAL DE SAPOPEMBA,345,560,61.60714285714286
2021,2,5437156 HOSP EST LOCAL DE SAPOPEMBA,165,560,29.464285714285715
2021,3,5437156 HOSP EST LOCAL DE SAPOPEMBA,168,560,30.0
2021,4,5437156 HOSP EST LOCAL DE SAPOPEMBA,88,560,15.714285714285714
2021,5,5437156 HOSP EST LOCAL DE SAPOPEMBA,82,560,14.642857142857144
2021,6,5437156 HOSP EST LOCAL DE SAPOPEMBA,204,560,36.42857142857142
2021,7,5437156 HOSP EST LOCAL DE SAPOPEMBA,103,560,18.392857142857146
2021,8,5437156 HOSP EST LOCAL DE SAPOPEMBA,91,560,16.25
2021,9,5437156 HOSP EST LOCAL DE SAPOPEMBA,45,560,8.035714285714286
2021,10,5437156 HOSP EST LOCAL DE SAPOPEMBA,17,560,3.0357142857142856
2021,11,5437156 HOSP EST LOCAL DE SAPOPEMBA,121,560,21.607142857142858
2021,12,5437156 HOSP EST LOCAL DE SAPOPEMBA,98,560,17.5
2022,1,5437156 HOSP EST LOCAL DE SAPOPEMBA,214,560,38.21428571428571
2022,2,5437156 HOSP EST LOCAL DE SAPOPEMBA,152,560,27.142857142857142
2022,3,5437156 HOSP EST LOCAL DE SAPOPEMBA,205,560,36.607142857142854
2022,4,5437156 HOSP EST LOCAL DE SAPOPEMBA,442,560,78.92857142857143
2022,5,5437156 HOSP EST LOCAL DE SAPOPEMBA,70,560,12.5
2022,6,5437156 HOSP EST LOCAL DE SAPOPEMBA,125,560,22.321428571428573
2022,7,5437156 HOSP EST LOCAL DE SAPOPEMBA,199,560,35.535714285714285
2022,8,5437156 HOSP EST LOCAL DE SAPOPEMBA,428,560,76.42857142857142
2022,9,5437156 HOSP EST LOCAL DE SAPOPEMBA,222,560,39.64285714285714
2022,10,5437156 HOSP EST LOCAL DE SAPOPEMBA,209,560,37.32142857142857
2022,11,5437156 HOSP EST LOCAL DE SAPOPEMBA,428,560,76.42857142857142
2022,12,5437156 HOSP EST LOCAL DE SAPOPEMBA,163,560,29.107142857142858
2023,1,5437156 HOSP EST LOCAL DE SAPOPEMBA,115,560,20.535714285714285
2023,2,5437156 HOSP EST LOCAL DE SAPOPEMBA,70,560,12.5
2023,3,5437156 HOSP EST LOCAL DE SAPOPEMBA,422,560,75.35714285714286
2023,4,5437156 HOSP EST LOCAL DE SAPOPEMBA,216,560,38.57142857142858
2023,5,5437156 HOSP EST LOCAL DE SAPOPEMBA,213,560,38.035714285714285
2023,6,5437156 HOSP EST LOCAL DE SAPOPEMBA,184,560,32.857142857142854
2023,7,5437156 HOSP EST LOCAL DE SAPOPEMBA,330,560,58.92857142857143
2008,1,2077574 HOSP EST MANDAQUI,114,3449,3.3053058857639894
2008,2,2077574 HOSP EST MANDAQUI,610,3449,17.686285879965208
2008,3,2077574 HOSP EST MANDAQUI,1163,3449,33.71991881704842
2008,4,2077574 HOSP EST MANDAQUI,556,3449,16.120614670919107
2008,5,2077574 HOSP EST MANDAQUI,1080,3449,31.313424180922006
2008,6,2077574 HOSP EST MANDAQUI,919,3449,26.645404465062338
2008,7,2077574 HOSP EST MANDAQUI,1341,3449,38.880835024644824
2008,8,2077574 HOSP EST MANDAQUI,1928,3449,55.90026094520151
